Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad,Ad_code
85.37,36,66262.59,194.56,Organic bottom-line service-desk,Alexandrafort,1,Netherlands Antilles,2024-01-27 17:08:19,0,1003
80.99,26,35521.88,207.53,Triple-buffered reciprocal time-frame,Melissastad,1,Belarus,2024-01-10 03:56:41,0,1004
78.84,32,62430.55,235.29,Cloned 5thgeneration orchestration,Gonzalezburgh,1,Taiwan,2024-01-09 09:26:39,0,1001
77.36,41,49597.08,115.79,Monitored national standardization,Port Jennifer,0,El Salvador,2024-01-26 06:00:16,1,1002
55.46,37,42078.89,108.1,Organic bottom-line service-desk,Chrismouth,0,Taiwan,2024-01-21 23:07:11,1,1003
35.66,45,46197.59,151.72,Triple-buffered reciprocal time-frame,Port Beth,0,Peru,2024-01-29 14:08:26,1,1004
50.78,51,49957.0,122.04,Cloned 5thgeneration orchestration,West David,0,Liberia,2024-01-11 17:02:07,1,1001
40.47,38,24078.93,203.9,Monitored national standardization,Fraziershire,0,Burundi,2024-01-22 07:44:43,1,1002
45.62,43,53647.81,121.28,Organic bottom-line service-desk,Robertfurt,0,Macao,2024-01-26 02:34:15,1,1003
84.76,30,61039.13,178.69,Triple-buffered reciprocal time-frame,South Pamela,0,Venezuela,2024-01-14 23:08:14,0,1004
80.64,26,46974.15,221.59,Cloned 5thgeneration orchestration,North Laurenview,0,Luxembourg,2024-01-24 10:04:39,0,1001
75.94,27,53042.51,236.96,Monitored national standardization,Campbellstad,1,Italy,2024-01-16 12:05:45,0,1002
37.01,50,48826.14,216.01,Organic bottom-line service-desk,Port Derekberg,0,San Marino,2024-01-20 02:44:13,1,1003
87.18,31,58287.86,193.6,Triple-buffered reciprocal time-frame,West Andrew,0,Madagascar,2024-01-31 05:12:44,0,1004
56.91,50,21773.22,146.44,Cloned 5thgeneration orchestration,West Randy,0,Norfolk Island,2024-01-01 05:17:28,1,1001
75.24,24,52252.91,226.49,Monitored national standardization,South Christopher,0,Vanuatu,2024-01-25 16:33:24,0,1002
42.84,52,27073.27,182.2,Organic bottom-line service-desk,Lake Michellebury,1,Tunisia,2024-01-21 11:02:49,1,1003
67.56,47,50628.31,109.98,Triple-buffered reciprocal time-frame,Zacharyton,0,Paraguay,2024-01-12 05:20:19,1,1004
34.96,42,36913.51,160.49,Cloned 5thgeneration orchestration,West James,1,Macedonia,2024-01-01 16:10:30,1,1001
87.46,37,61009.1,211.56,Monitored national standardization,Millerview,1,Heard Island and McDonald Islands,2024-01-16 03:17:45,0,1002
41.86,39,53041.77,128.62,Organic bottom-line service-desk,Hawkinsbury,1,Ethiopia,2024-01-26 15:28:07,1,1003
34.04,34,40182.84,174.88,Triple-buffered reciprocal time-frame,Elizabethport,1,El Salvador,2024-01-16 07:37:28,1,1004
54.96,42,59419.78,113.75,Cloned 5thgeneration orchestration,West Amanda,1,Niger,2024-01-28 09:31:31,1,1001
87.14,31,58235.21,199.4,Monitored national standardization,Wadestad,1,Timor-Leste,2024-01-18 01:00:52,0,1002
78.79,32,68324.48,215.29,Organic bottom-line service-desk,Mauriceshire,1,Uruguay,2024-01-21 13:11:08,0,1003
65.56,25,69646.35,181.25,Triple-buffered reciprocal time-frame,West Arielstad,1,Somalia,2024-01-05 12:59:07,0,1004
81.05,34,54045.39,245.5,Cloned 5thgeneration orchestration,Adamsstad,0,Malaysia,2024-01-18 00:07:43,0,1001
55.71,37,57806.03,112.52,Monitored national standardization,Lake James,1,Korea,2024-01-06 23:26:44,1,1002
45.48,49,53336.76,129.16,Organic bottom-line service-desk,Blairborough,1,Lao People's Democratic Republic,2024-01-19 04:23:41,1,1003
47.0,56,50491.45,149.53,Triple-buffered reciprocal time-frame,New Marcusbury,0,Bahamas,2024-01-29 20:40:21,1,1004
59.64,51,71455.62,153.12,Cloned 5thgeneration orchestration,Evansville,1,Guyana,2024-01-03 01:09:01,1,1001
35.98,45,43241.88,150.79,Monitored national standardization,Huffmanchester,0,Ethiopia,2024-01-27 21:51:47,1,1002
72.55,22,58953.01,202.34,Organic bottom-line service-desk,New Cynthia,0,Bosnia and Herzegovina,2024-01-08 07:33:22,0,1003
91.15,38,36834.04,184.98,Triple-buffered reciprocal time-frame,Joshuamouth,0,Cyprus,2024-01-22 07:04:05,0,1004
80.53,29,66345.1,187.64,Cloned 5thgeneration orchestration,West Benjamin,0,Singapore,2024-01-21 08:13:24,0,1001
82.49,45,38645.4,130.84,Monitored national standardization,Williamsfort,0,Dominican Republic,2024-01-31 00:58:37,1,1002
80.94,36,60803.0,239.94,Organic bottom-line service-desk,North Tiffany,0,Bermuda,2024-01-01 05:31:22,0,1003
61.76,34,33553.9,114.69,Triple-buffered reciprocal time-frame,Edwardsport,0,Jamaica,2024-01-27 08:53:51,1,1004
63.3,38,63071.34,116.19,Cloned 5thgeneration orchestration,Lake Evantown,0,Saint Barthelemy,2024-01-09 07:13:27,1,1001
36.73,34,46737.34,149.79,Monitored national standardization,South Henry,1,Albania,2024-01-27 01:56:36,1,1002
78.41,33,55368.67,248.23,Organic bottom-line service-desk,Harmonhaven,1,Mozambique,2024-01-03 04:51:46,0,1003
83.98,36,68305.91,194.62,Triple-buffered reciprocal time-frame,West Gregburgh,0,Zimbabwe,2024-01-24 00:44:44,0,1004
63.18,45,39211.49,107.92,Cloned 5thgeneration orchestration,Hansenland,0,Georgia,2024-01-05 12:03:41,1,1001
50.6,48,65956.71,135.67,Monitored national standardization,Port Michaelmouth,0,Brazil,2024-01-15 22:49:45,1,1002
32.6,38,40159.2,190.05,Organic bottom-line service-desk,Tylerport,0,Syrian Arab Republic,2024-01-12 03:39:09,1,1003
60.83,19,40478.83,185.46,Triple-buffered reciprocal time-frame,West Lacey,1,Palestinian Territory,2024-01-19 20:49:27,0,1004
44.72,46,40468.53,123.86,Cloned 5thgeneration orchestration,North Jenniferburgh,1,Grenada,2024-01-12 02:48:18,1,1001
78.76,51,66980.27,162.05,Monitored national standardization,South Davidhaven,0,Ghana,2024-01-23 04:04:42,1,1002
79.51,39,34942.26,125.11,Organic bottom-line service-desk,North Charlesbury,1,Brunei Darussalam,2024-01-06 09:33:46,1,1003
39.3,32,48335.2,145.73,Triple-buffered reciprocal time-frame,Jonathanland,0,Lithuania,2024-01-24 04:11:37,1,1004
64.79,30,42251.59,116.07,Cloned 5thgeneration orchestration,North Virginia,0,Maldives,2024-01-17 20:22:49,1,1001
89.8,36,57330.43,198.24,Monitored national standardization,West Tanner,0,Lesotho,2024-01-02 04:57:50,0,1002
72.82,34,75769.82,191.82,Organic bottom-line service-desk,Jonesmouth,1,Czech Republic,2024-01-27 16:06:05,0,1003
38.65,31,51812.71,154.77,Triple-buffered reciprocal time-frame,Port Jason,1,Iceland,2024-01-24 09:50:41,1,1004
59.01,30,75265.96,178.75,Cloned 5thgeneration orchestration,West Annefort,1,Philippines,2024-01-08 22:45:26,1,1001
78.96,50,69868.48,193.15,Monitored national standardization,East Jason,0,Cayman Islands,2024-01-12 01:55:38,1,1002
63.99,43,72802.42,138.46,Organic bottom-line service-desk,North Cassie,0,Haiti,2024-01-11 08:18:12,1,1003
41.35,27,39193.45,162.46,Triple-buffered reciprocal time-frame,Hintonport,1,Colombia,2024-01-03 03:51:27,1,1004
62.79,36,18368.57,231.87,Cloned 5thgeneration orchestration,New James,1,Luxembourg,2024-01-30 20:08:51,1,1001
45.53,29,56129.89,141.58,Monitored national standardization,North Destiny,0,United Arab Emirates,2024-01-22 22:01:21,1,1002
51.65,31,58996.56,249.99,Organic bottom-line service-desk,Mclaughlinbury,0,Ireland,2024-01-25 10:39:28,0,1003
54.55,44,41547.62,109.04,Triple-buffered reciprocal time-frame,West Gabriellamouth,0,Canada,2024-01-04 03:10:17,1,1004
35.66,36,59240.24,172.57,Cloned 5thgeneration orchestration,Alvarezland,0,Svalbard & Jan Mayen Islands,2024-01-21 20:09:12,1,1001
69.95,28,56725.47,247.01,Monitored national standardization,New Julie,0,Malta,2024-01-28 01:24:34,0,1002
79.83,29,55764.43,234.23,Organic bottom-line service-desk,North Frankstad,1,Sudan,2024-01-18 19:33:51,0,1003
85.35,37,64235.51,161.42,Triple-buffered reciprocal time-frame,Claytonside,1,Ecuador,2024-01-17 11:15:31,0,1004
56.78,28,39939.39,124.32,Cloned 5thgeneration orchestration,Melanieton,0,Senegal,2024-01-19 23:04:45,1,1001
78.67,26,63319.99,195.56,Monitored national standardization,Lake Michaelport,0,Cambodia,2024-01-20 09:54:06,0,1002
70.09,21,54725.87,211.17,Organic bottom-line service-desk,East Benjaminville,0,Belarus,2024-01-22 12:58:14,0,1003
60.75,42,69775.75,247.05,Triple-buffered reciprocal time-frame,Garrettborough,1,Guyana,2024-01-19 13:26:24,0,1004
65.07,24,57545.56,233.85,Cloned 5thgeneration orchestration,Port Raymondfort,0,Mali,2024-01-03 07:13:53,0,1001
35.25,50,47051.02,194.44,Monitored national standardization,Waltertown,0,Iran,2024-01-03 04:39:47,1,1002
37.58,52,51600.47,176.7,Organic bottom-line service-desk,Cameronberg,1,Bulgaria,2024-01-13 13:04:47,1,1003
68.01,25,68357.96,188.32,Triple-buffered reciprocal time-frame,Kaylashire,1,Afghanistan,2024-01-01 03:35:35,0,1004
45.08,38,35349.26,125.27,Cloned 5thgeneration orchestration,Fosterside,0,Liberia,2024-01-27 08:32:37,1,1001
63.04,27,69784.85,159.05,Monitored national standardization,Davidstad,0,Netherlands Antilles,2024-01-10 16:25:56,1,1002
40.18,29,50760.23,151.96,Organic bottom-line service-desk,Lake Tracy,0,Hong Kong,2024-01-25 04:21:33,1,1003
45.17,48,34418.09,132.07,Triple-buffered reciprocal time-frame,Taylormouth,1,Palau,2024-01-27 14:41:10,1,1004
50.48,50,20592.99,162.43,Cloned 5thgeneration orchestration,Dianaville,0,Malawi,2024-01-16 18:51:59,1,1001
80.87,28,63528.8,203.3,Monitored national standardization,Collinsburgh,0,Uruguay,2024-01-27 20:20:25,0,1002
41.88,40,44217.68,126.11,Organic bottom-line service-desk,Port Rachel,1,Cyprus,2024-01-28 23:54:44,1,1003
39.87,48,47929.83,139.34,Triple-buffered reciprocal time-frame,South Rebecca,1,Mexico,2024-01-13 06:11:33,1,1004
61.84,45,46024.29,105.63,Cloned 5thgeneration orchestration,Port Joshuafort,1,Niger,2024-01-05 11:07:13,1,1001
54.97,31,51900.03,116.38,Monitored national standardization,Robinsontown,1,France,2024-01-07 12:17:33,1,1002
71.4,30,72188.9,166.31,Organic bottom-line service-desk,Beckton,0,Japan,2024-01-24 17:07:08,0,1003
70.29,31,56974.51,254.65,Triple-buffered reciprocal time-frame,New Frankshire,1,Norfolk Island,2024-01-30 14:36:55,0,1004
67.26,57,25682.65,168.41,Cloned 5thgeneration orchestration,North Derekville,1,Bulgaria,2024-01-27 05:54:03,1,1001
76.58,46,41884.64,258.26,Monitored national standardization,West Sydney,0,Uzbekistan,2024-01-03 16:30:51,0,1002
54.37,38,72196.29,140.77,Organic bottom-line service-desk,Lake Matthew,0,Mexico,2024-01-25 18:17:53,1,1003
82.79,32,54429.17,234.81,Triple-buffered reciprocal time-frame,Lake Zacharyfurt,1,Brunei Darussalam,2024-01-24 10:36:43,0,1004
66.47,31,58037.66,256.39,Cloned 5thgeneration orchestration,Lindsaymouth,1,France,2024-01-03 03:13:48,0,1001
72.88,44,64011.26,125.12,Monitored national standardization,Sarahland,0,Yemen,2024-01-21 19:56:24,1,1002
76.44,28,59967.19,232.68,Organic bottom-line service-desk,Port Julie,1,Northern Mariana Islands,2024-01-06 17:26:37,0,1003
63.37,43,43155.19,105.04,Triple-buffered reciprocal time-frame,Michaelshire,1,Poland,2024-01-23 12:53:23,1,1004
89.71,48,51501.38,204.4,Cloned 5thgeneration orchestration,Sarafurt,1,Bahrain,2024-01-17 07:00:38,0,1001
70.96,31,55187.85,256.4,Monitored national standardization,South Denise,0,Saint Pierre and Miquelon,2024-01-26 07:01:47,0,1002
35.79,44,33813.08,165.62,Organic bottom-line service-desk,North Katie,1,Tonga,2024-01-20 13:36:42,1,1003
38.96,38,36497.22,140.67,Triple-buffered reciprocal time-frame,Mauricefurt,1,Comoros,2024-01-21 16:02:40,1,1004
69.17,40,66193.81,123.62,Cloned 5thgeneration orchestration,New Patrick,0,Montenegro,2024-01-06 11:36:06,1,1001
64.2,27,66200.96,227.63,Monitored national standardization,Edwardsmouth,1,Isle of Man,2024-01-11 23:45:01,0,1002
43.7,28,63126.96,173.01,Organic bottom-line service-desk,Nicholasland,0,Mayotte,2024-01-04 03:57:48,1,1003
72.97,30,71384.57,208.58,Triple-buffered reciprocal time-frame,Duffystad,1,Lebanon,2024-01-11 21:49:00,1,1004
51.3,45,67782.17,134.42,Cloned 5thgeneration orchestration,New Darlene,1,Bosnia and Herzegovina,2024-01-22 02:07:01,1,1001
51.63,51,42415.72,120.37,Monitored national standardization,South Jessica,1,Mongolia,2024-01-01 17:24:57,1,1002
55.55,19,41920.79,187.95,Organic bottom-line service-desk,West Steven,0,Guatemala,2024-01-24 02:35:54,0,1003
45.01,26,29875.8,178.35,Triple-buffered reciprocal time-frame,Ronniemouth,0,Brazil,2024-01-03 21:43:21,1,1004
